trackID,class,frame,xmin,ymin,xmax,ymax,time,date
17,person,18,325,225,400,406,23:23:14,02|Dec|2020
19,person,18,215,304,297,503,23:23:14,02|Dec|2020
1,person,19,165,862,265,1080,23:23:14,02|Dec|2020
2,person,19,753,212,820,388,23:23:14,02|Dec|2020
3,person,19,1613,655,1727,908,23:23:14,02|Dec|2020
4,person,19,904,71,966,218,23:23:14,02|Dec|2020
5,person,19,841,220,901,403,23:23:14,02|Dec|2020
6,person,19,809,422,939,674,23:23:14,02|Dec|2020
7,person,19,1645,101,1712,261,23:23:14,02|Dec|2020
9,person,19,1468,23,1547,171,23:23:14,02|Dec|2020
11,person,19,1818,171,1892,341,23:23:14,02|Dec|2020
12,person,19,629,944,868,1080,23:23:14,02|Dec|2020
13,person,19,1142,0,1185,79,23:23:14,02|Dec|2020
14,person,19,1323,0,1356,36,23:23:14,02|Dec|2020
16,person,19,1006,0,1064,116,23:23:14,02|Dec|2020
17,person,19,333,224,408,405,23:23:14,02|Dec|2020
19,person,19,210,301,294,506,23:23:14,02|Dec|2020
1,person,20,159,865,260,1080,23:23:14,02|Dec|2020
2,person,20,757,207,824,389,23:23:14,02|Dec|2020
3,person,20,1615,658,1728,910,23:23:14,02|Dec|2020
4,person,20,908,71,970,215,23:23:14,02|Dec|2020
5,person,20,844,218,904,405,23:23:14,02|Dec|2020
6,person,20,806,422,936,676,23:23:14,02|Dec|2020
7,person,20,1645,101,1712,261,23:23:14,02|Dec|2020
9,person,20,1469,22,1548,172,23:23:14,02|Dec|2020
12,person,20,633,940,870,1079,23:23:14,02|Dec|2020
13,person,20,1141,0,1185,80,23:23:14,02|Dec|2020
14,person,20,1324,0,1356,36,23:23:14,02|Dec|2020
16,person,20,1008,0,1066,117,23:23:14,02|Dec|2020
17,person,20,336,224,410,405,23:23:14,02|Dec|2020
19,person,20,208,305,290,508,23:23:14,02|Dec|2020
1,person,21,153,870,252,1080,23:23:14,02|Dec|2020
2,person,21,759,205,828,389,23:23:14,02|Dec|2020
3,person,21,1616,660,1730,910,23:23:14,02|Dec|2020
4,person,21,909,67,972,215,23:23:14,02|Dec|2020
5,person,21,845,216,906,406,23:23:14,02|Dec|2020
6,person,21,807,422,928,657,23:23:14,02|Dec|2020
7,person,21,1645,102,1712,262,23:23:14,02|Dec|2020
9,person,21,1471,21,1549,170,23:23:14,02|Dec|2020
12,person,21,637,933,875,1079,23:23:14,02|Dec|2020
13,person,21,1140,0,1184,81,23:23:14,02|Dec|2020
14,person,21,1325,0,1357,36,23:23:14,02|Dec|2020
16,person,21,1009,0,1066,116,23:23:14,02|Dec|2020
17,person,21,339,225,413,405,23:23:14,02|Dec|2020
19,person,21,203,302,287,512,23:23:14,02|Dec|2020
1,person,22,150,872,250,1080,23:23:14,02|Dec|2020
2,person,22,760,203,829,390,23:23:14,02|Dec|2020
3,person,22,1616,661,1730,910,23:23:14,02|Dec|2020
4,person,22,910,66,973,214,23:23:14,02|Dec|2020
5,person,22,846,215,907,407,23:23:14,02|Dec|2020
6,person,22,808,421,925,649,23:23:14,02|Dec|2020
7,person,22,1645,102,1712,262,23:23:14,02|Dec|2020
9,person,22,1471,21,1549,169,23:23:14,02|Dec|2020
12,person,22,640,931,874,1079,23:23:14,02|Dec|2020
13,person,22,1139,0,1183,81,23:23:14,02|Dec|2020
14,person,22,1325,0,1357,35,23:23:14,02|Dec|2020
16,person,22,1010,0,1067,115,23:23:14,02|Dec|2020
17,person,22,340,225,414,405,23:23:14,02|Dec|2020
19,person,22,202,312,285,521,23:23:14,02|Dec|2020
1,person,23,146,878,246,1080,23:23:14,02|Dec|2020
2,person,23,764,206,829,384,23:23:14,02|Dec|2020
3,person,23,1616,663,1732,918,23:23:14,02|Dec|2020
4,person,23,914,67,976,212,23:23:14,02|Dec|2020
5,person,23,849,215,909,406,23:23:14,02|Dec|2020
6,person,23,808,425,922,643,23:23:14,02|Dec|2020
7,person,23,1646,102,1711,262,23:23:14,02|Dec|2020
9,person,23,1471,22,1549,170,23:23:14,02|Dec|2020
12,person,23,645,926,877,1078,23:23:14,02|Dec|2020
13,person,23,1138,0,1182,82,23:23:14,02|Dec|2020
14,person,23,1325,0,1359,37,23:23:14,02|Dec|2020
16,person,23,1011,0,1068,116,23:23:14,02|Dec|2020
17,person,23,343,224,417,403,23:23:14,02|Dec|2020
19,person,23,199,318,281,523,23:23:14,02|Dec|2020
22,person,23,1765,614,1833,778,23:23:14,02|Dec|2020
1,person,24,140,885,239,1080,23:23:14,02|Dec|2020
2,person,24,768,209,830,378,23:23:14,02|Dec|2020
3,person,24,1615,668,1734,930,23:23:14,02|Dec|2020
4,person,24,918,67,980,211,23:23:14,02|Dec|2020
5,person,24,851,214,910,404,23:23:14,02|Dec|2020
6,person,24,804,431,923,658,23:23:14,02|Dec|2020
7,person,24,1645,101,1711,262,23:23:14,02|Dec|2020
9,person,24,1471,21,1548,169,23:23:14,02|Dec|2020
12,person,24,651,922,881,1078,23:23:14,02|Dec|2020
13,person,24,1138,0,1182,82,23:23:14,02|Dec|2020
14,person,24,1324,0,1360,38,23:23:14,02|Dec|2020
16,person,24,1014,1,1069,113,23:23:14,02|Dec|2020
17,person,24,344,219,418,401,23:23:14,02|Dec|2020
19,person,24,194,327,275,529,23:23:14,02|Dec|2020
22,person,24,1762,617,1831,781,23:23:14,02|Dec|2020
1,person,25,133,894,230,1079,23:23:15,02|Dec|2020
2,person,25,771,207,835,379,23:23:15,02|Dec|2020
3,person,25,1615,672,1737,941,23:23:15,02|Dec|2020
4,person,25,921,67,985,212,23:23:15,02|Dec|2020
5,person,25,853,211,912,403,23:23:15,02|Dec|2020
6,person,25,800,439,918,664,23:23:15,02|Dec|2020
7,person,25,1645,101,1710,261,23:23:15,02|Dec|2020
9,person,25,1472,22,1548,167,23:23:15,02|Dec|2020
12,person,25,658,919,884,1078,23:23:15,02|Dec|2020
13,person,25,1137,0,1181,82,23:23:15,02|Dec|2020
14,person,25,1324,0,1360,38,23:23:15,02|Dec|2020
16,person,25,1014,0,1070,114,23:23:15,02|Dec|2020
17,person,25,347,214,422,398,23:23:15,02|Dec|2020
19,person,25,189,330,269,530,23:23:15,02|Dec|2020
22,person,25,1761,618,1829,781,23:23:15,02|Dec|2020
1,person,26,126,901,222,1078,23:23:15,02|Dec|2020
2,person,26,773,204,840,381,23:23:15,02|Dec|2020
3,person,26,1615,679,1738,951,23:23:15,02|Dec|2020
4,person,26,923,66,988,212,23:23:15,02|Dec|2020
5,person,26,859,214,914,395,23:23:15,02|Dec|2020
6,person,26,794,442,915,671,23:23:15,02|Dec|2020
7,person,26,1645,100,1709,259,23:23:15,02|Dec|2020
9,person,26,1473,22,1548,166,23:23:15,02|Dec|2020
12,person,26,662,910,892,1079,23:23:15,02|Dec|2020
13,person,26,1134,0,1179,87,23:23:15,02|Dec|2020
14,person,26,1324,0,1361,38,23:23:15,02|Dec|2020
16,person,26,1015,0,1071,114,23:23:15,02|Dec|2020
17,person,26,350,213,425,397,23:23:15,02|Dec|2020
19,person,26,182,336,258,525,23:23:15,02|Dec|2020
1,person,27,115,906,210,1079,23:23:15,02|Dec|2020
2,person,27,779,203,847,381,23:23:15,02|Dec|2020
3,person,27,1615,684,1740,961,23:23:15,02|Dec|2020
4,person,27,923,64,989,212,23:23:15,02|Dec|2020
5,person,27,862,213,916,391,23:23:15,02|Dec|2020
6,person,27,789,445,910,675,23:23:15,02|Dec|2020
7,person,27,1645,99,1709,256,23:23:15,02|Dec|2020
9,person,27,1473,20,1549,167,23:23:15,02|Dec|2020
12,person,27,665,905,893,1079,23:23:15,02|Dec|2020
13,person,27,1132,0,1178,90,23:23:15,02|Dec|2020
14,person,27,1325,0,1361,38,23:23:15,02|Dec|2020
16,person,27,1015,0,1070,113,23:23:15,02|Dec|2020
17,person,27,354,204,430,390,23:23:15,02|Dec|2020
19,person,27,176,342,249,521,23:23:15,02|Dec|2020
1,person,28,111,908,207,1079,23:23:15,02|Dec|2020
2,person,28,781,202,849,381,23:23:15,02|Dec|2020
3,person,28,1614,685,1741,965,23:23:15,02|Dec|2020
4,person,28,923,63,990,212,23:23:15,02|Dec|2020
5,person,28,863,214,917,389,23:23:15,02|Dec|2020
6,person,28,788,446,909,676,23:23:15,02|Dec|2020
7,person,28,1645,98,1708,256,23:23:15,02|Dec|2020
9,person,28,1473,20,1549,167,23:23:15,02|Dec|2020
12,person,28,668,903,892,1079,23:23:15,02|Dec|2020
13,person,28,1131,0,1178,91,23:23:15,02|Dec|2020
16,person,28,1015,0,1070,112,23:23:15,02|Dec|2020
17,person,28,355,202,432,389,23:23:15,02|Dec|2020
19,person,28,175,344,245,519,23:23:15,02|Dec|2020
1,person,29,105,915,199,1079,23:23:15,02|Dec|2020
2,person,29,782,203,849,380,23:23:15,02|Dec|2020
3,person,29,1615,689,1744,974,23:23:15,02|Dec|2020
4,person,29,923,61,991,212,23:23:15,02|Dec|2020
5,person,29,865,212,919,388,23:23:15,02|Dec|2020
6,person,29,785,449,907,680,23:23:15,02|Dec|2020
7,person,29,1645,98,1708,253,23:23:15,02|Dec|2020
9,person,29,1473,18,1549,165,23:23:15,02|Dec|2020
12,person,29,673,901,892,1079,23:23:15,02|Dec|2020
13,person,29,1131,0,1177,90,23:23:15,02|Dec|2020
14,person,29,1328,0,1363,36,23:23:15,02|Dec|2020
16,person,29,1016,0,1071,113,23:23:15,02|Dec|2020
17,person,29,357,200,433,388,23:23:15,02|Dec|2020
19,person,29,171,344,242,518,23:23:15,02|Dec|2020
1,person,30,96,920,188,1080,23:23:15,02|Dec|2020
2,person,30,782,202,851,381,23:23:15,02|Dec|2020
3,person,30,1615,692,1744,978,23:23:15,02|Dec|2020
4,person,30,925,60,993,212,23:23:15,02|Dec|2020
5,person,30,866,210,921,386,23:23:15,02|Dec|2020
6,person,30,780,451,902,681,23:23:15,02|Dec|2020
7,person,30,1645,96,1708,251,23:23:15,02|Dec|2020
9,person,30,1475,15,1550,163,23:23:15,02|Dec|2020
12,person,30,675,897,893,1080,23:23:15,02|Dec|2020
13,person,30,1131,0,1177,91,23:23:15,02|Dec|2020
14,person,30,1329,0,1364,35,23:23:15,02|Dec|2020
16,person,30,1015,0,1072,115,23:23:15,02|Dec|2020
17,person,30,358,200,434,386,23:23:15,02|Dec|2020
19,person,30,166,347,237,523,23:23:15,02|Dec|2020
1,person,31,87,924,179,1080,23:23:15,02|Dec|2020
2,person,31,785,200,852,375,23:23:15,02|Dec|2020
3,person,31,1616,695,1744,978,23:23:15,02|Dec|2020
4,person,31,929,64,996,213,23:23:15,02|Dec|2020
5,person,31,868,209,923,383,23:23:15,02|Dec|2020
6,person,31,777,454,897,680,23:23:15,02|Dec|2020
7,person,31,1645,95,1707,249,23:23:15,02|Dec|2020
9,person,31,1476,13,1551,162,23:23:15,02|Dec|2020
12,person,31,680,892,897,1080,23:23:15,02|Dec|2020
13,person,31,1130,0,1176,91,23:23:15,02|Dec|2020
14,person,31,1328,0,1364,35,23:23:15,02|Dec|2020
16,person,31,1016,0,1073,115,23:23:15,02|Dec|2020
17,person,31,361,200,439,385,23:23:15,02|Dec|2020
19,person,31,160,347,234,530,23:23:15,02|Dec|2020
1,person,32,80,927,173,1080,23:23:15,02|Dec|2020
2,person,32,787,197,854,374,23:23:15,02|Dec|2020
3,person,32,1616,698,1744,979,23:23:15,02|Dec|2020
4,person,32,932,66,997,213,23:23:15,02|Dec|2020
5,person,32,871,206,926,381,23:23:15,02|Dec|2020
6,person,32,774,455,893,679,23:23:15,02|Dec|2020
7,person,32,1645,94,1707,248,23:23:15,02|Dec|2020
9,person,32,1477,12,1552,162,23:23:15,02|Dec|2020
12,person,32,688,888,903,1080,23:23:15,02|Dec|2020
13,person,32,1129,0,1175,92,23:23:15,02|Dec|2020
14,person,32,1329,0,1365,36,23:23:15,02|Dec|2020
16,person,32,1017,0,1073,115,23:23:15,02|Dec|2020
17,person,32,366,202,444,383,23:23:15,02|Dec|2020
19,person,32,156,356,230,535,23:23:15,02|Dec|2020
1,person,33,71,931,163,1080,23:23:15,02|Dec|2020
2,person,33,790,196,855,370,23:23:15,02|Dec|2020
3,person,33,1617,701,1744,980,23:23:15,02|Dec|2020
4,person,33,933,64,998,212,23:23:15,02|Dec|2020
5,person,33,874,205,930,382,23:23:15,02|Dec|2020
6,person,33,771,456,888,672,23:23:15,02|Dec|2020
7,person,33,1645,93,1706,246,23:23:15,02|Dec|2020
9,person,33,1478,11,1553,161,23:23:15,02|Dec|2020
12,person,33,693,882,906,1080,23:23:15,02|Dec|2020
13,person,33,1128,0,1174,91,23:23:15,02|Dec|2020
14,person,33,1329,0,1366,36,23:23:15,02|Dec|2020
16,person,33,1018,0,1074,114,23:23:15,02|Dec|2020
17,person,33,372,204,452,383,23:23:15,02|Dec|2020
19,person,33,149,357,226,542,23:23:15,02|Dec|2020
1,person,34,67,932,161,1080,23:23:16,02|Dec|2020
2,person,34,791,195,856,368,23:23:16,02|Dec|2020
3,person,34,1617,702,1745,980,23:23:16,02|Dec|2020
4,person,34,933,64,998,211,23:23:16,02|Dec|2020
5,person,34,875,205,932,382,23:23:16,02|Dec|2020
6,person,34,770,456,887,670,23:23:16,02|Dec|2020
7,person,34,1645,93,1706,246,23:23:16,02|Dec|2020
9,person,34,1478,10,1553,161,23:23:16,02|Dec|2020
12,person,34,696,880,906,1080,23:23:16,02|Dec|2020
13,person,34,1127,0,1174,91,23:23:16,02|Dec|2020
14,person,34,1329,0,1367,36,23:23:16,02|Dec|2020
16,person,34,1019,0,1074,114,23:23:16,02|Dec|2020
17,person,34,373,206,454,383,23:23:16,02|Dec|2020
19,person,34,146,359,225,543,23:23:16,02|Dec|2020
1,person,35,58,936,152,1080,23:23:16,02|Dec|2020
2,person,35,795,194,858,365,23:23:16,02|Dec|2020
3,person,35,1618,704,1745,981,23:23:16,02|Dec|2020
4,person,35,934,63,999,213,23:23:16,02|Dec|2020
5,person,35,878,205,936,382,23:23:16,02|Dec|2020
6,person,35,767,455,885,668,23:23:16,02|Dec|2020
7,person,35,1645,93,1706,245,23:23:16,02|Dec|2020
9,person,35,1480,11,1555,160,23:23:16,02|Dec|2020
12,person,35,699,877,906,1080,23:23:16,02|Dec|2020
13,person,35,1127,0,1173,92,23:23:16,02|Dec|2020
14,person,35,1330,0,1366,34,23:23:16,02|Dec|2020
16,person,35,1019,0,1074,112,23:23:16,02|Dec|2020
17,person,35,376,205,459,383,23:23:16,02|Dec|2020
19,person,35,144,361,224,545,23:23:16,02|Dec|2020
1,person,36,51,942,143,1080,23:23:16,02|Dec|2020
2,person,36,798,193,862,363,23:23:16,02|Dec|2020
3,person,36,1620,708,1747,982,23:23:16,02|Dec|2020
4,person,36,935,63,1000,213,23:23:16,02|Dec|2020
5,person,36,880,205,938,380,23:23:16,02|Dec|2020
6,person,36,760,457,883,680,23:23:16,02|Dec|2020
7,person,36,1645,93,1706,246,23:23:16,02|Dec|2020
9,person,36,1481,12,1555,160,23:23:16,02|Dec|2020
12,person,36,703,873,907,1080,23:23:16,02|Dec|2020
13,person,36,1125,0,1172,92,23:23:16,02|Dec|2020
14,person,36,1331,0,1366,32,23:23:16,02|Dec|2020
16,person,36,1019,0,1074,112,23:23:16,02|Dec|2020
17,person,36,378,205,463,384,23:23:16,02|Dec|2020
19,person,36,138,356,224,550,23:23:16,02|Dec|2020
1,person,37,42,949,133,1080,23:23:16,02|Dec|2020
2,person,37,801,191,865,363,23:23:16,02|Dec|2020
3,person,37,1623,714,1748,981,23:23:16,02|Dec|2020
4,person,37,938,65,1002,212,23:23:16,02|Dec|2020
5,person,37,881,204,939,379,23:23:16,02|Dec|2020
6,person,37,756,461,879,683,23:23:16,02|Dec|2020
7,person,37,1645,93,1707,245,23:23:16,02|Dec|2020
9,person,37,1481,11,1556,159,23:23:16,02|Dec|2020
12,person,37,711,870,913,1080,23:23:16,02|Dec|2020
13,person,37,1124,0,1171,93,23:23:16,02|Dec|2020
14,person,37,1331,0,1366,32,23:23:16,02|Dec|2020
16,person,37,1020,0,1074,109,23:23:16,02|Dec|2020
17,person,37,381,203,467,384,23:23:16,02|Dec|2020
19,person,37,133,353,222,553,23:23:16,02|Dec|2020
1,person,38,36,957,124,1080,23:23:16,02|Dec|2020
2,person,38,805,188,870,362,23:23:16,02|Dec|2020
3,person,38,1626,720,1747,980,23:23:16,02|Dec|2020
4,person,38,940,61,1004,212,23:23:16,02|Dec|2020
5,person,38,883,203,940,374,23:23:16,02|Dec|2020
6,person,38,749,463,885,710,23:23:16,02|Dec|2020
7,person,38,1645,93,1707,245,23:23:16,02|Dec|2020
12,person,38,717,866,916,1080,23:23:16,02|Dec|2020
13,person,38,1122,0,1170,93,23:23:16,02|Dec|2020
14,person,38,1332,0,1366,31,23:23:16,02|Dec|2020
16,person,38,1023,0,1077,109,23:23:16,02|Dec|2020
17,person,38,383,202,470,384,23:23:16,02|Dec|2020
19,person,38,120,358,208,557,23:23:16,02|Dec|2020
1,person,39,33,965,120,1080,23:23:16,02|Dec|2020
2,person,39,809,186,874,362,23:23:16,02|Dec|2020
3,person,39,1629,726,1750,982,23:23:16,02|Dec|2020
4,person,39,942,61,1004,209,23:23:16,02|Dec|2020
5,person,39,885,202,942,371,23:23:16,02|Dec|2020
6,person,39,742,467,877,716,23:23:16,02|Dec|2020
7,person,39,1646,92,1708,245,23:23:16,02|Dec|2020
12,person,39,721,862,917,1079,23:23:16,02|Dec|2020
13,person,39,1119,0,1167,94,23:23:16,02|Dec|2020
14,person,39,1333,0,1366,30,23:23:16,02|Dec|2020
16,person,39,1024,0,1078,108,23:23:16,02|Dec|2020
17,person,39,384,201,472,384,23:23:16,02|Dec|2020
19,person,39,111,359,199,559,23:23:16,02|Dec|2020
1,person,40,31,968,121,1080,23:23:16,02|Dec|2020
2,person,40,810,186,876,362,23:23:16,02|Dec|2020
3,person,40,1630,727,1750,983,23:23:16,02|Dec|2020
4,person,40,943,61,1004,208,23:23:16,02|Dec|2020
5,person,40,886,201,943,370,23:23:16,02|Dec|2020
6,person,40,740,469,873,719,23:23:16,02|Dec|2020
7,person,40,1646,91,1708,245,23:23:16,02|Dec|2020
12,person,40,725,861,916,1079,23:23:16,02|Dec|2020
13,person,40,1118,0,1165,95,23:23:16,02|Dec|2020
14,person,40,1333,0,1366,30,23:23:16,02|Dec|2020
16,person,40,1025,0,1078,107,23:23:16,02|Dec|2020
17,person,40,385,200,472,384,23:23:16,02|Dec|2020
19,person,40,108,359,196,559,23:23:16,02|Dec|2020
1,person,41,20,977,106,1080,23:23:16,02|Dec|2020
2,person,41,813,185,878,359,23:23:16,02|Dec|2020
3,person,41,1632,733,1751,983,23:23:16,02|Dec|2020
4,person,41,945,58,1006,206,23:23:16,02|Dec|2020
5,person,41,888,200,945,370,23:23:16,02|Dec|2020
6,person,41,739,473,869,719,23:23:16,02|Dec|2020
7,person,41,1646,91,1709,245,23:23:16,02|Dec|2020
12,person,41,728,859,917,1079,23:23:16,02|Dec|2020
13,person,41,1117,0,1164,95,23:23:16,02|Dec|2020
14,person,41,1333,0,1367,30,23:23:16,02|Dec|2020
16,person,41,1025,0,1079,107,23:23:16,02|Dec|2020
17,person,41,388,198,474,378,23:23:16,02|Dec|2020
19,person,41,106,355,192,555,23:23:16,02|Dec|2020
1,person,42,14,985,95,1080,23:23:16,02|Dec|2020
2,person,42,815,184,881,358,23:23:16,02|Dec|2020
3,person,42,1635,739,1751,983,23:23:16,02|Dec|2020
4,person,42,947,57,1007,204,23:23:16,02|Dec|2020
5,person,42,893,200,949,368,23:23:16,02|Dec|2020
6,person,42,737,478,865,719,23:23:16,02|Dec|2020
7,person,42,1648,88,1709,239,23:23:16,02|Dec|2020
9,person,42,1480,4,1554,149,23:23:16,02|Dec|2020
12,person,42,730,853,920,1079,23:23:16,02|Dec|2020
13,person,42,1116,0,1164,97,23:23:16,02|Dec|2020
14,person,42,1333,0,1366,29,23:23:16,02|Dec|2020
16,person,42,1026,0,1080,107,23:23:16,02|Dec|2020
17,person,42,392,195,477,375,23:23:16,02|Dec|2020
19,person,42,99,357,182,549,23:23:16,02|Dec|2020
1,person,43,10,991,89,1080,23:23:17,02|Dec|2020
2,person,43,818,184,884,358,23:23:17,02|Dec|2020
3,person,43,1636,744,1752,983,23:23:17,02|Dec|2020
4,person,43,950,56,1010,205,23:23:17,02|Dec|2020
5,person,43,897,199,953,365,23:23:17,02|Dec|2020
6,person,43,734,480,860,719,23:23:17,02|Dec|2020
7,person,43,1649,88,1710,236,23:23:17,02|Dec|2020
9,person,43,1484,4,1557,145,23:23:17,02|Dec|2020
12,person,43,733,847,923,1079,23:23:17,02|Dec|2020
13,person,43,1116,0,1164,97,23:23:17,02|Dec|2020
14,person,43,1333,0,1366,29,23:23:17,02|Dec|2020
16,person,43,1029,0,1082,106,23:23:17,02|Dec|2020
17,person,43,395,194,479,372,23:23:17,02|Dec|2020
19,person,43,93,356,174,547,23:23:17,02|Dec|2020
22,person,43,1728,683,1797,844,23:23:17,02|Dec|2020
1,person,44,11,1000,85,1080,23:23:17,02|Dec|2020
2,person,44,821,183,887,357,23:23:17,02|Dec|2020
3,person,44,1639,751,1751,982,23:23:17,02|Dec|2020
4,person,44,952,53,1013,205,23:23:17,02|Dec|2020
5,person,44,900,198,956,364,23:23:17,02|Dec|2020
6,person,44,734,483,858,716,23:23:17,02|Dec|2020
7,person,44,1650,86,1710,233,23:23:17,02|Dec|2020
9,person,44,1484,2,1558,143,23:23:17,02|Dec|2020
12,person,44,736,841,927,1079,23:23:17,02|Dec|2020
13,person,44,1114,0,1163,99,23:23:17,02|Dec|2020
14,person,44,1333,0,1366,29,23:23:17,02|Dec|2020
16,person,44,1030,0,1083,104,23:23:17,02|Dec|2020
17,person,44,396,192,480,371,23:23:17,02|Dec|2020
19,person,44,86,364,169,559,23:23:17,02|Dec|2020
22,person,44,1727,689,1794,839,23:23:17,02|Dec|2020
1,person,45,11,1006,83,1080,23:23:17,02|Dec|2020
2,person,45,825,181,891,356,23:23:17,02|Dec|2020
3,person,45,1642,749,1757,986,23:23:17,02|Dec|2020
4,person,45,955,50,1016,205,23:23:17,02|Dec|2020
5,person,45,903,197,958,364,23:23:17,02|Dec|2020
6,person,45,730,486,854,715,23:23:17,02|Dec|2020
7,person,45,1649,84,1710,232,23:23:17,02|Dec|2020
9,person,45,1484,1,1558,141,23:23:17,02|Dec|2020
12,person,45,741,836,932,1079,23:23:17,02|Dec|2020
13,person,45,1114,0,1163,101,23:23:17,02|Dec|2020
14,person,45,1332,0,1367,29,23:23:17,02|Dec|2020
16,person,45,1032,0,1085,103,23:23:17,02|Dec|2020
17,person,45,403,191,485,370,23:23:17,02|Dec|2020
19,person,45,80,370,164,569,23:23:17,02|Dec|2020
22,person,45,1726,692,1792,840,23:23:17,02|Dec|2020
1,person,46,10,1007,83,1080,23:23:17,02|Dec|2020
2,person,46,826,180,892,355,23:23:17,02|Dec|2020
3,person,46,1643,748,1759,987,23:23:17,02|Dec|2020
4,person,46,956,49,1017,205,23:23:17,02|Dec|2020
5,person,46,903,197,959,364,23:23:17,02|Dec|2020
6,person,46,729,486,852,714,23:23:17,02|Dec|2020
7,person,46,1649,83,1710,231,23:23:17,02|Dec|2020
9,person,46,1484,1,1559,141,23:23:17,02|Dec|2020
12,person,46,744,834,932,1080,23:23:17,02|Dec|2020
13,person,46,1113,0,1163,102,23:23:17,02|Dec|2020
14,person,46,1332,0,1367,29,23:23:17,02|Dec|2020
16,person,46,1032,0,1085,103,23:23:17,02|Dec|2020
17,person,46,406,190,486,369,23:23:17,02|Dec|2020
19,person,46,77,372,162,573,23:23:17,02|Dec|2020
22,person,46,1725,693,1791,841,23:23:17,02|Dec|2020
1,person,47,14,1010,87,1080,23:23:17,02|Dec|2020
2,person,47,829,180,894,352,23:23:17,02|Dec|2020
3,person,47,1644,757,1759,993,23:23:17,02|Dec|2020
4,person,47,957,47,1019,205,23:23:17,02|Dec|2020
5,person,47,906,196,961,363,23:23:17,02|Dec|2020
6,person,47,722,488,845,713,23:23:17,02|Dec|2020
7,person,47,1649,82,1711,231,23:23:17,02|Dec|2020
9,person,47,1484,0,1559,141,23:23:17,02|Dec|2020
12,person,47,747,828,935,1079,23:23:17,02|Dec|2020
13,person,47,1111,0,1161,102,23:23:17,02|Dec|2020
14,person,47,1333,0,1368,29,23:23:17,02|Dec|2020
16,person,47,1032,0,1086,104,23:23:17,02|Dec|2020
17,person,47,411,189,489,368,23:23:17,02|Dec|2020
19,person,47,74,376,159,576,23:23:17,02|Dec|2020
22,person,47,1724,694,1789,838,23:23:17,02|Dec|2020
1,person,48,14,1016,81,1080,23:23:17,02|Dec|2020
2,person,48,831,179,896,348,23:23:17,02|Dec|2020
3,person,48,1644,761,1760,1003,23:23:17,02|Dec|2020
5,person,48,908,195,963,362,23:23:17,02|Dec|2020
6,person,48,714,488,840,721,23:23:17,02|Dec|2020
7,person,48,1648,80,1711,230,23:23:17,02|Dec|2020
9,person,48,1483,0,1559,141,23:23:17,02|Dec|2020
12,person,48,752,823,939,1079,23:23:17,02|Dec|2020
13,person,48,1109,0,1158,103,23:23:17,02|Dec|2020
14,person,48,1332,0,1369,30,23:23:17,02|Dec|2020
16,person,48,1033,0,1086,103,23:23:17,02|Dec|2020
17,person,48,414,187,491,367,23:23:17,02|Dec|2020
19,person,48,70,384,154,580,23:23:17,02|Dec|2020
22,person,48,1723,694,1786,833,23:23:17,02|Dec|2020
2,person,49,833,178,898,345,23:23:17,02|Dec|2020
3,person,49,1641,763,1763,1017,23:23:17,02|Dec|2020
5,person,49,911,193,966,361,23:23:17,02|Dec|2020
6,person,49,711,489,838,722,23:23:17,02|Dec|2020
7,person,49,1649,78,1712,230,23:23:17,02|Dec|2020
9,person,49,1483,0,1561,142,23:23:17,02|Dec|2020
12,person,49,758,819,943,1079,23:23:17,02|Dec|2020
13,person,49,1107,0,1157,104,23:23:17,02|Dec|2020
14,person,49,1332,0,1369,30,23:23:17,02|Dec|2020
16,person,49,1035,0,1088,103,23:23:17,02|Dec|2020
17,person,49,418,186,495,367,23:23:17,02|Dec|2020
19,person,49,65,376,153,582,23:23:17,02|Dec|2020
22,person,49,1722,697,1784,828,23:23:17,02|Dec|2020
2,person,50,836,175,900,343,23:23:17,02|Dec|2020
3,person,50,1641,765,1766,1029,23:23:17,02|Dec|2020
5,person,50,913,191,969,361,23:23:17,02|Dec|2020
6,person,50,706,491,832,723,23:23:17,02|Dec|2020
7,person,50,1649,79,1711,228,23:23:17,02|Dec|2020
9,person,50,1483,0,1562,144,23:23:17,02|Dec|2020
12,person,50,763,817,944,1079,23:23:17,02|Dec|2020
13,person,50,1105,0,1155,105,23:23:17,02|Dec|2020
14,person,50,1334,0,1368,28,23:23:17,02|Dec|2020
16,person,50,1035,0,1088,103,23:23:17,02|Dec|2020
17,person,50,421,185,498,368,23:23:17,02|Dec|2020
19,person,50,59,375,149,583,23:23:17,02|Dec|2020
22,person,50,1721,702,1780,824,23:23:17,02|Dec|2020
2,person,51,839,173,904,343,23:23:17,02|Dec|2020
3,person,51,1643,770,1763,1024,23:23:17,02|Dec|2020
5,person,51,916,188,972,360,23:23:17,02|Dec|2020
6,person,51,702,493,828,723,23:23:17,02|Dec|2020
7,person,51,1649,78,1712,227,23:23:17,02|Dec|2020
9,person,51,1482,0,1562,145,23:23:17,02|Dec|2020
12,person,51,766,815,944,1076,23:23:17,02|Dec|2020
13,person,51,1104,0,1154,107,23:23:17,02|Dec|2020
14,person,51,1334,0,1368,28,23:23:17,02|Dec|2020
16,person,51,1038,0,1089,100,23:23:17,02|Dec|2020
17,person,51,423,184,500,369,23:23:17,02|Dec|2020
19,person,51,51,377,140,584,23:23:17,02|Dec|2020
